Study	cluster	gene	hgnc_symbol	gene_biotype	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Responder_CPM	Non_responder_CPM	ensembl_core
Pozniak	malignant cell	ENSG00000074755	ZZEF1	protein_coding	0.05249728821431241	0.6705786857165548	0.291	0.26	1	26	18	ENSG00000074755
Pozniak	malignant cell	ENSG00000138050	THUMPD2	protein_coding	0.052507394134487614	-0.022105737945266934	0.213	0.285	1	20	21	ENSG00000138050
Pozniak	malignant cell	ENSG00000196843	ARID5A	protein_coding	0.05259534326535562	-0.16004263474691438	0.101	0.149	1	8	9	ENSG00000196843
Pozniak	malignant cell	ENSG00000110090	CPT1A	protein_coding	0.05263770285575786	0.7116013196232647	0.198	0.16	1	18	11	ENSG00000110090
Pozniak	malignant cell	ENSG00000135913	USP37	protein_coding	0.05264029203144869	-0.10579744108739764	0.174	0.235	1	15	16	ENSG00000135913
Pozniak	malignant cell	ENSG00000166140	ZFYVE19	protein_coding	0.05276389088743584	-0.0454792501851804	0.112	0.163	1	9	10	ENSG00000166140
Pozniak	malignant cell	ENSG00000165733	BMS1	protein_coding	0.052804946081754386	-0.22744800346468974	0.287	0.36	1	31	31	ENSG00000165733
Pozniak	malignant cell	ENSG00000150977	RILPL2	protein_coding	0.052829817154724096	0.8471603549772055	0.128	0.095	1	11	6	ENSG00000150977
Pozniak	malignant cell	ENSG00000186280	KDM4D	protein_coding	0.0528945680962007	-0.14534983558076053	0.027	0.055	1	2	3	ENSG00000186280
Pozniak	malignant cell	ENSG00000197647	ZNF433	protein_coding	0.052931958696850065	-0.8501369075198681	0.016	0.039	1	1	2	ENSG00000197647
Pozniak	malignant cell	ENSG00000204104	TRAF3IP1	protein_coding	0.053023215452978674	-0.29997914948520776	0.171	0.23	1	15	17	ENSG00000204104
Pozniak	malignant cell	ENSG00000176853	FAM91A1	protein_coding	0.05304825723864963	0.4771500829476303	0.523	0.544	1	106	64	ENSG00000176853
Pozniak	malignant cell	ENSG00000099625	CBARP	protein_coding	0.053118777356617825	0.9398029261397434	0.085	0.057	1	7	3	ENSG00000099625
Pozniak	malignant cell	ENSG00000105607	GCDH	protein_coding	0.0531517927015444	0.11967834410247091	0.229	0.303	1	20	21	ENSG00000105607
Pozniak	malignant cell	ENSG00000129187	DCTD	protein_coding	0.05319042958778083	0.07067988231952915	0.314	0.421	1	35	34	ENSG00000129187
Pozniak	malignant cell	ENSG00000112394	SLC16A10	protein_coding	0.05326719620441553	0.8147080845787409	0.089	0.061	1	8	4	ENSG00000112394
Pozniak	malignant cell	ENSG00000102886	GDPD3	protein_coding	0.05329191613736296	2.093651523847523	0.031	0.015	1	2	1	ENSG00000102886
Pozniak	malignant cell	ENSG00000233527	ZNF529-AS1	lncRNA	0.05329293763161241	-0.7765049448709442	0.031	0.06	1	2	3	ENSG00000233527
Pozniak	malignant cell	ENSG00000100395	L3MBTL2	protein_coding	0.05330251122921084	-0.04272381059916186	0.291	0.375	1	30	31	ENSG00000100395
Pozniak	malignant cell	ENSG00000171161	ZNF672	protein_coding	0.05333127549277726	-0.120511972178309	0.256	0.333	1	25	26	ENSG00000171161
Pozniak	malignant cell	ENSG00000185818	NAT8L	protein_coding	0.053403653266571025	0.04343216711228193	0.186	0.247	1	18	20	ENSG00000185818
Pozniak	malignant cell	ENSG00000203805	PLPP4	protein_coding	0.05348482997714207	1.9072393730208521	0.043	0.024	1	3	1	ENSG00000203805
Pozniak	malignant cell	ENSG00000076043	REXO2	protein_coding	0.05352230692958067	-0.051790999450872066	0.558	0.661	1	79	93	ENSG00000076043
Pozniak	malignant cell	ENSG00000100124	ANKRD54	protein_coding	0.05353973632822361	-0.04479126607891182	0.345	0.44	1	40	38	ENSG00000100124
Pozniak	malignant cell	ENSG00000100714	MTHFD1	protein_coding	0.053652936750311735	-0.06500443427910052	0.349	0.448	1	45	40	ENSG00000100714
Pozniak	malignant cell	ENSG00000178226	PRSS36	protein_coding	0.05369662349599955	-1.0643362261087743	0	0.014	1	0	1	ENSG00000178226
Pozniak	malignant cell	ENSG00000169181	GSG1L	protein_coding	0.05369662381874876	-1.0829335012255514	0	0.014	1	0	1	ENSG00000169181
Pozniak	malignant cell	ENSG00000115380	EFEMP1	protein_coding	0.05369662381874876	-2.0686070107543246	0	0.014	1	0	1	ENSG00000115380
Pozniak	malignant cell	ENSG00000268350	FAM156A	protein_coding	0.05369662381874876	-1.0110641681466612	0	0.014	1	0	1	ENSG00000268350
Pozniak	malignant cell	ENSG00000110723	EXPH5	protein_coding	0.05369662381874876	-1.1245042540893406	0	0.014	1	0	1	ENSG00000110723
Pozniak	malignant cell	ENSG00000168505	GBX2	protein_coding	0.05369662381874876	-0.819045882772226	0	0.014	1	0	1	ENSG00000168505
Pozniak	malignant cell	ENSG00000197915	HRNR	protein_coding	0.05369662381874876	-0.915694057491347	0	0.014	1	0	1	ENSG00000197915
Pozniak	malignant cell	ENSG00000176641	RNF152	protein_coding	0.05369662381874876	-1.9107322756844383	0	0.014	1	0	1	ENSG00000176641
Pozniak	malignant cell	ENSG00000165449	SLC16A9	protein_coding	0.05369662381874876	-0.6154140453274666	0	0.014	1	0	1	ENSG00000165449
Pozniak	malignant cell	ENSG00000169856	ONECUT1	protein_coding	0.05369662381874876	-0.8606162220411653	0	0.014	1	0	1	ENSG00000169856
Pozniak	malignant cell	ENSG00000007350	TKTL1	protein_coding	0.05369662381874876	-1.204629134486126	0	0.014	1	0	1	ENSG00000007350
Pozniak	malignant cell	ENSG00000221874	ZNF816-ZNF321P	protein_coding	0.05369662381874876	-1.129975676577219	0	0.014	1	0	1	ENSG00000221874
Pozniak	malignant cell	ENSG00000180113	TDRD6	protein_coding	0.053768019951781494	0.77442846622791	0.062	0.038	1	6	2	ENSG00000180113
Pozniak	malignant cell	ENSG00000144647	POMGNT2	protein_coding	0.05382129118385454	0.730816842579177	0.225	0.19	1	18	12	ENSG00000144647
Pozniak	malignant cell	ENSG00000101347	SAMHD1	protein_coding	0.05385231849328478	0.3440050106771608	0.24	0.198	1	32	18	ENSG00000101347
Pozniak	malignant cell	ENSG00000205707	ETFRF1	protein_coding	0.053905676274811375	0.0883049524053432	0.256	0.343	1	24	26	ENSG00000205707
Pozniak	malignant cell	ENSG00000089234	BRAP	protein_coding	0.053914580427083976	-0.05591817288311951	0.174	0.239	1	16	15	ENSG00000089234
Pozniak	malignant cell	ENSG00000172264	MACROD2	protein_coding	0.05397498906766288	0.8687058010953415	0.221	0.186	1	28	12	ENSG00000172264
Pozniak	malignant cell	ENSG00000151575	TEX9	protein_coding	0.05406406532653296	-0.01661228916232682	0.074	0.115	1	6	8	ENSG00000151575
Pozniak	malignant cell	ENSG00000102393	GLA	protein_coding	0.054121175513265014	0.22391603021127926	0.159	0.22	1	14	16	ENSG00000102393
Pozniak	malignant cell	ENSG00000164828	SUN1	protein_coding	0.05423904848088778	0.3919790049217371	0.488	0.477	1	57	41	ENSG00000164828
Pozniak	malignant cell	ENSG00000175040	CHST2	protein_coding	0.054247831359904956	0.09970350487291668	0.043	0.077	1	4	5	ENSG00000175040
Pozniak	malignant cell	ENSG00000007923	DNAJC11	protein_coding	0.05425732258420746	-0.07219391193086411	0.264	0.345	1	24	25	ENSG00000007923
Pozniak	malignant cell	ENSG00000268001	CARD8-AS1	lncRNA	0.054281417695290386	-1.1646334905625348	0.008	0.027	1	1	2	ENSG00000268001
Pozniak	malignant cell	ENSG00000173262	SLC2A14	protein_coding	0.05435187669632181	1.5425776941954021	0.012	0.004	1	1	0	ENSG00000173262
Pozniak	malignant cell	ENSG00000263002	ZNF234	protein_coding	0.05435316300632921	0.6220719196435547	0.198	0.159	1	17	10	ENSG00000263002
Pozniak	malignant cell	ENSG00000106004	HOXA5	protein_coding	0.05435628783294336	-0.44085258227076274	0.101	0.146	1	9	13	ENSG00000106004
Pozniak	malignant cell	ENSG00000031003	FAM13B	protein_coding	0.05436741261321468	0.8440672530426818	0.349	0.326	1	38	25	ENSG00000031003
Pozniak	malignant cell	ENSG00000121892	PDS5A	protein_coding	0.05440284108183377	0.045853569392221294	0.364	0.466	1	39	42	ENSG00000121892
Pozniak	malignant cell	ENSG00000159917	ZNF235	protein_coding	0.054409553456936294	-0.09750011393875369	0.054	0.091	1	4	5	ENSG00000159917
Pozniak	malignant cell	ENSG00000196550	FAM72A	protein_coding	0.05444618847327243	1.4902496230743485	0.089	0.061	1	7	4	ENSG00000196550
Pozniak	malignant cell	ENSG00000110074	FOXRED1	protein_coding	0.05451209570325888	0.18078750887717865	0.182	0.247	1	15	17	ENSG00000110074
Pozniak	malignant cell	ENSG00000185730	ZNF696	protein_coding	0.05452643942423743	0.09391932235781297	0.074	0.114	1	5	7	ENSG00000185730
Pozniak	malignant cell	ENSG00000116741	RGS2	protein_coding	0.05454754532792295	0.7762280171997499	0.384	0.364	1	54	41	ENSG00000116741
Pozniak	malignant cell	ENSG00000128590	DNAJB9	protein_coding	0.054549906405605406	0.6100712169691925	0.399	0.369	1	53	33	ENSG00000128590
Pozniak	malignant cell	ENSG00000189057	FAM111B	protein_coding	0.05465174643568009	-1.138525989586153	0.027	0.055	1	3	6	ENSG00000189057
Pozniak	malignant cell	ENSG00000173809	TDRD12	protein_coding	0.05484222653347272	0.2344205329121536	0.275	0.224	1	28	21	ENSG00000173809
Pozniak	malignant cell	ENSG00000015532	XYLT2	protein_coding	0.054920854577942185	0.9563191170390688	0.132	0.099	1	11	6	ENSG00000015532
Pozniak	malignant cell	ENSG00000050748	MAPK9	protein_coding	0.05500970366324735	0.8873997418085748	0.19	0.156	1	16	11	ENSG00000050748
Pozniak	malignant cell	ENSG00000132612	VPS4A	protein_coding	0.0550133657925686	-0.06245975438139495	0.438	0.553	1	49	52	ENSG00000132612
Pozniak	malignant cell	ENSG00000162878	PKDCC	protein_coding	0.05501782801929616	-0.5519514209695808	0.019	0.045	1	1	3	ENSG00000162878
Pozniak	malignant cell	ENSG00000129226	CD68	protein_coding	0.05503093272926124	0.007563532129367445	0.275	0.342	1	35	50	ENSG00000129226
Pozniak	malignant cell	ENSG00000128829	EIF2AK4	protein_coding	0.055126953261570834	0.0245763407178079	0.461	0.574	1	57	64	ENSG00000128829
Pozniak	malignant cell	ENSG00000105808	RASA4	protein_coding	0.05515405432492226	1.877955343449111	0.054	0.033	1	5	2	ENSG00000105808
Pozniak	malignant cell	ENSG00000103274	NUBP1	protein_coding	0.055188563435871744	0.5368266750817496	0.349	0.327	1	41	23	ENSG00000103274
Pozniak	malignant cell	ENSG00000174428	GTF2IRD2B	protein_coding	0.05525989040749357	0.9175334158331041	0.225	0.187	1	17	12	ENSG00000174428
Pozniak	malignant cell	ENSG00000077312	SNRPA	protein_coding	0.055340153660179296	0.05186155285942928	0.353	0.465	1	41	45	ENSG00000077312
Pozniak	malignant cell	ENSG00000068885	IFT80	protein_coding	0.055434979234839	-0.024498134375353864	0.167	0.228	1	14	15	ENSG00000068885
Pozniak	malignant cell	ENSG00000146950	SHROOM2	protein_coding	0.0556213842110822	1.0390687151522475	0.182	0.148	1	19	10	ENSG00000146950
Pozniak	malignant cell	ENSG00000160781	PAQR6	protein_coding	0.05569189105923041	1.4879341646249609	0.058	0.036	1	4	2	ENSG00000160781
Pozniak	malignant cell	ENSG00000177728	TMEM94	protein_coding	0.055939578876849146	1.1908159011475064	0.244	0.219	1	21	14	ENSG00000177728
Pozniak	malignant cell	ENSG00000074054	CLASP1	protein_coding	0.05597295158686693	0.031128349971382363	0.264	0.341	1	27	27	ENSG00000074054
Pozniak	malignant cell	ENSG00000151468	CCDC3	protein_coding	0.0560501997750181	-0.4848476836796074	0.004	0.021	1	0	1	ENSG00000151468
Pozniak	malignant cell	ENSG00000140057	AK7	protein_coding	0.05613128383800092	-0.9098824796341569	0	0.014	1	0	1	ENSG00000140057
Pozniak	malignant cell	ENSG00000237289	CKMT1B	protein_coding	0.05613128383800092	-0.6967796703935942	0	0.014	1	0	1	ENSG00000237289
Pozniak	malignant cell	ENSG00000143196	DPT	protein_coding	0.05613128383800092	-2.2206894936666517	0	0.014	1	0	1	ENSG00000143196
Pozniak	malignant cell	ENSG00000233610	LINC00462	lncRNA	0.05613128383800092	-1.6886748943708723	0	0.014	1	0	1	ENSG00000233610
Pozniak	malignant cell	ENSG00000244558	KCNK15-AS1	lncRNA	0.05613128383800092	-1.0220921024139864	0	0.014	1	0	1	ENSG00000244558
Pozniak	malignant cell	ENSG00000175946	KLHL38	protein_coding	0.05613128383800092	-1.0764388871681199	0	0.014	1	0	1	ENSG00000175946
Pozniak	malignant cell	ENSG00000231249	ITPR1-DT	lncRNA	0.05613128383800092	-1.19141156860465	0	0.014	1	0	1	ENSG00000231249
Pozniak	malignant cell	ENSG00000107014	RLN2	protein_coding	0.05613128383800092	-0.7551144519953734	0	0.014	1	0	1	ENSG00000107014
Pozniak	malignant cell	ENSG00000166924	NYAP1	protein_coding	0.05613128383800092	-0.8535706294406085	0	0.014	1	0	1	ENSG00000166924
Pozniak	malignant cell	ENSG00000043355	ZIC2	protein_coding	0.05613128383800092	-0.8697057216976471	0	0.014	1	0	1	ENSG00000043355
Pozniak	malignant cell	ENSG00000178150	ZNF114	protein_coding	0.05613128383800092	-1.130522514430579	0	0.014	1	0	1	ENSG00000178150
Pozniak	malignant cell	ENSG00000232859	LYRM9	protein_coding	0.05616684200469773	-0.309483426433951	0.151	0.206	1	13	13	ENSG00000232859
Pozniak	malignant cell	ENSG00000138617	PARP16	protein_coding	0.05623537197199707	0.12472883140586344	0.05	0.087	1	4	5	ENSG00000138617
Pozniak	malignant cell	ENSG00000160352	ZNF714	protein_coding	0.05624621938829418	0.6744695856239149	0.217	0.182	1	22	13	ENSG00000160352
Pozniak	malignant cell	ENSG00000187091	PLCD1	protein_coding	0.056278621868484466	0.10978500529806468	0.054	0.092	1	4	5	ENSG00000187091
Pozniak	malignant cell	ENSG00000143390	RFX5	protein_coding	0.056294695290130745	-0.12480883356369254	0.128	0.176	1	10	11	ENSG00000143390
Pozniak	malignant cell	ENSG00000198833	UBE2J1	protein_coding	0.05639527335485235	-0.10187239492391553	0.426	0.534	1	54	55	ENSG00000198833
Pozniak	malignant cell	ENSG00000149499	EML3	protein_coding	0.05646468865537933	1.1357990369231261	0.26	0.234	1	24	15	ENSG00000149499
Pozniak	malignant cell	ENSG00000123933	MXD4	protein_coding	0.056483036344264596	0.34827734614922956	0.43	0.403	1	62	46	ENSG00000123933
Pozniak	malignant cell	ENSG00000205423	CNEP1R1	protein_coding	0.05652578091805436	0.016986582960075935	0.089	0.135	1	7	8	ENSG00000205423
Pozniak	malignant cell	ENSG00000164199	ADGRV1	protein_coding	0.056566702774755034	1.1406170863411056	0.062	0.039	1	5	3	ENSG00000164199
Pozniak	malignant cell	ENSG00000197535	MYO5A	protein_coding	0.05660163822592555	-0.2837815909478138	0.473	0.569	1	106	109	ENSG00000197535
Pozniak	malignant cell	ENSG00000196511	TPK1	protein_coding	0.05672550770272669	1.0992600271033792	0.081	0.054	1	7	3	ENSG00000196511
Pozniak	malignant cell	ENSG00000188738	FSIP2	protein_coding	0.05675461320468624	-1.2814864086411841	0.016	0.039	1	1	2	ENSG00000188738
Pozniak	malignant cell	ENSG00000061918	GUCY1B1	protein_coding	0.056765773680072684	0.7765222016501498	0.047	0.027	1	4	2	ENSG00000061918
Pozniak	malignant cell	ENSG00000224043	CCNT2-AS1	lncRNA	0.05686190855459498	-1.3303900375307167	0.008	0.027	1	1	2	ENSG00000224043
Pozniak	malignant cell	ENSG00000198298	ZNF485	protein_coding	0.056878275735322635	-0.7469693541684057	0.023	0.049	1	2	3	ENSG00000198298
Pozniak	malignant cell	ENSG00000112182	BACH2	protein_coding	0.05693233425554354	-0.3904624714179592	0.027	0.055	1	2	3	ENSG00000112182
Pozniak	malignant cell	ENSG00000139517	LNX2	protein_coding	0.05696500613356829	0.1098156924935072	0.116	0.171	1	10	11	ENSG00000139517
Pozniak	malignant cell	ENSG00000184164	CRELD2	protein_coding	0.05706819281061091	0.5185914992728635	0.543	0.554	1	94	64	ENSG00000184164
Pozniak	malignant cell	ENSG00000126457	PRMT1	protein_coding	0.05709690782138105	-0.07015358899751378	0.674	0.787	1	132	142	ENSG00000126457
Pozniak	malignant cell	ENSG00000151849	CPAP	protein_coding	0.057162903972143936	-0.08539054000909907	0.109	0.161	1	12	13	ENSG00000151849
Pozniak	malignant cell	ENSG00000139133	ALG10	protein_coding	0.05719430514000481	-0.625239430015573	0.016	0.039	1	1	2	ENSG00000139133
Pozniak	malignant cell	ENSG00000198951	NAGA	protein_coding	0.05741367214511467	0.5924554203647996	0.295	0.262	1	30	18	ENSG00000198951
Pozniak	malignant cell	ENSG00000175224	ATG13	protein_coding	0.05741549908743224	-0.1291388508045439	0.221	0.29	1	21	20	ENSG00000175224
Pozniak	malignant cell	ENSG00000105173	CCNE1	protein_coding	0.05742751656298623	0.9539359621477557	0.109	0.078	1	11	5	ENSG00000105173
Pozniak	malignant cell	ENSG00000250312	ZNF718	protein_coding	0.05744121251786213	0.4447492669261366	0.054	0.093	1	5	6	ENSG00000250312
Pozniak	malignant cell	ENSG00000104979	C19orf53	protein_coding	0.05750169878862275	0.09247932690919636	0.864	0.912	1	320	277	ENSG00000104979
Pozniak	malignant cell	ENSG00000143106	PSMA5	protein_coding	0.05755903900733946	0.46910908818755814	0.601	0.643	1	100	76	ENSG00000143106
Pozniak	malignant cell	ENSG00000067113	PLPP1	protein_coding	0.05764160359927574	0.5390121982747642	0.298	0.264	1	29	21	ENSG00000067113
Pozniak	malignant cell	ENSG00000184083	FAM120C	protein_coding	0.05768486994310352	0.8347532113123095	0.171	0.133	1	15	8	ENSG00000184083
Pozniak	malignant cell	ENSG00000157796	WDR19	protein_coding	0.057698548906644886	0.03420950826316371	0.151	0.21	1	13	13	ENSG00000157796
Pozniak	malignant cell	ENSG00000203780	FANK1	protein_coding	0.05775957046863085	-1.3532068507436126	0.012	0.033	1	1	2	ENSG00000203780
Pozniak	malignant cell	ENSG00000116191	RALGPS2	protein_coding	0.0577957670608236	-0.07401209522922714	0.36	0.472	1	48	46	ENSG00000116191
Pozniak	malignant cell	ENSG00000134013	LOXL2	protein_coding	0.05780115089634144	0.8592741998614679	0.101	0.071	1	12	5	ENSG00000134013
Pozniak	malignant cell	ENSG00000008311	AASS	protein_coding	0.05785433854533006	-0.21018999587620346	0.143	0.196	1	12	12	ENSG00000008311
Pozniak	malignant cell	ENSG00000086015	MAST2	protein_coding	0.05788038840630385	1.1494741081643851	0.178	0.146	1	16	9	ENSG00000086015
Pozniak	malignant cell	ENSG00000102882	MAPK3	protein_coding	0.05788597738040139	0.4860104686286213	0.364	0.341	1	39	26	ENSG00000102882
Pozniak	malignant cell	ENSG00000205456	TP53TG3D	protein_coding	0.05788809491700577	0.1985354173789018	0.023	0.05	1	2	3	ENSG00000205456
Pozniak	malignant cell	ENSG00000146054	TRIM7	protein_coding	0.05800498477376664	0.4680717451318426	0.105	0.072	1	9	5	ENSG00000146054
Pozniak	malignant cell	ENSG00000140743	CDR2	protein_coding	0.05806714941980095	-0.06383718177091158	0.155	0.213	1	14	15	ENSG00000140743
Pozniak	malignant cell	ENSG00000180881	CAPS2	protein_coding	0.058071397540595524	-0.3885204839853964	0.035	0.065	1	4	4	ENSG00000180881
Pozniak	malignant cell	ENSG00000198901	PRC1	protein_coding	0.058124483928983686	-0.8322790033207155	0.066	0.103	1	11	18	ENSG00000198901
Pozniak	malignant cell	ENSG00000168487	BMP1	protein_coding	0.058178681591511024	0.7258344792772808	0.326	0.301	1	39	22	ENSG00000168487
Pozniak	malignant cell	ENSG00000198894	CIPC	protein_coding	0.05825081720760897	0.18722489190824598	0.159	0.224	1	15	15	ENSG00000198894
Pozniak	malignant cell	ENSG00000166387	PPFIBP2	protein_coding	0.05829498186499504	-0.17404530270448282	0.112	0.157	1	9	10	ENSG00000166387
Pozniak	malignant cell	ENSG00000077147	TM9SF3	protein_coding	0.05832400131877549	0.4548570947361306	0.5	0.517	1	87	59	ENSG00000077147
Pozniak	malignant cell	ENSG00000233117	LINC00702	lncRNA	0.05838299723750773	-1.3080150883277923	0.016	0.038	1	1	2	ENSG00000233117
Pozniak	malignant cell	ENSG00000140691	ARMC5	protein_coding	0.05841492317715503	-0.14491799736958821	0.093	0.137	1	9	8	ENSG00000140691
Pozniak	malignant cell	ENSG00000213341	CHUK	protein_coding	0.05849574257002637	-0.2853736173469956	0.078	0.118	1	6	7	ENSG00000213341
Pozniak	malignant cell	ENSG00000166073	GPR176	protein_coding	0.05852765692072948	-0.09488527009951397	0.023	0.049	1	2	3	ENSG00000166073
Pozniak	malignant cell	ENSG00000148660	CAMK2G	protein_coding	0.058547870962333534	0.048412487059180886	0.105	0.157	1	9	10	ENSG00000148660
Pozniak	malignant cell	ENSG00000166295	ANAPC16	protein_coding	0.058565448687050735	-0.16793159374428818	0.655	0.774	1	107	120	ENSG00000166295
Pozniak	malignant cell	ENSG00000131969	ABHD12B	protein_coding	0.05868202589291901	-0.6384264130039243	0	0.014	1	0	1	ENSG00000131969
Pozniak	malignant cell	ENSG00000138075	ABCG5	protein_coding	0.05868202589291901	-0.8753232030569613	0	0.014	1	0	1	ENSG00000138075
Pozniak	malignant cell	ENSG00000076826	CAMSAP3	protein_coding	0.05868202589291901	-0.8803074430468252	0	0.014	1	0	1	ENSG00000076826
Pozniak	malignant cell	ENSG00000272620	AFAP1-AS1	lncRNA	0.05868202589291901	-1.3887750118326379	0	0.014	1	0	1	ENSG00000272620
Pozniak	malignant cell	ENSG00000163909	HEYL	protein_coding	0.05868202589291901	-1.47202482144598	0	0.014	1	0	1	ENSG00000163909
Pozniak	malignant cell	ENSG00000196569	LAMA2	protein_coding	0.05868202589291901	-1.9701393012927264	0	0.014	1	0	1	ENSG00000196569
Pozniak	malignant cell	ENSG00000150045	KLRF1	protein_coding	0.05868202589291901	-1.2618607882954604	0	0.014	1	0	1	ENSG00000150045
Pozniak	malignant cell	ENSG00000163898	LIPH	protein_coding	0.05868202589291901	-0.5587963345937412	0	0.014	1	0	1	ENSG00000163898
Pozniak	malignant cell	ENSG00000232679	LINC01705	lncRNA	0.05868202589291901	-2.117199404270565	0	0.014	1	0	1	ENSG00000232679
Pozniak	malignant cell	ENSG00000179715	PCED1B	protein_coding	0.05868202589291901	-0.7104551727919324	0	0.014	1	0	1	ENSG00000179715
Pozniak	malignant cell	ENSG00000184363	PKP3	protein_coding	0.05868202589291901	-0.7426553800387765	0	0.014	1	0	1	ENSG00000184363
Pozniak	malignant cell	ENSG00000235927	NEXN-AS1	lncRNA	0.05868202589291901	-1.013503319064811	0	0.014	1	0	1	ENSG00000235927
Pozniak	malignant cell	ENSG00000224616	RTCA-AS1	lncRNA	0.05868202589291901	-1.26121514180947	0	0.014	1	0	1	ENSG00000224616
Pozniak	malignant cell	ENSG00000095932	SMIM24	protein_coding	0.05868202589291901	-0.7309628127543775	0	0.014	1	0	1	ENSG00000095932
Pozniak	malignant cell	ENSG00000145107	TM4SF19	protein_coding	0.05868202589291901	-0.8424102227383878	0	0.014	1	0	1	ENSG00000145107
Pozniak	malignant cell	ENSG00000097033	SH3GLB1	protein_coding	0.05875767300698149	0.23083968712339156	0.671	0.758	1	171	118	ENSG00000097033
Pozniak	malignant cell	ENSG00000152684	PELO	protein_coding	0.058761276903542416	0.6960637130504927	0.306	0.28	1	32	21	ENSG00000152684
Pozniak	malignant cell	ENSG00000185305	ARL15	protein_coding	0.05890476898911845	0.49249494405505123	0.12	0.087	1	11	5	ENSG00000185305
Pozniak	malignant cell	ENSG00000165698	SPACA9	protein_coding	0.05897290955383162	-0.09493838974731528	0.101	0.148	1	9	9	ENSG00000165698
Pozniak	malignant cell	ENSG00000109832	DDX25	protein_coding	0.05905670897287038	-0.8200924862010188	0.035	0.064	1	4	4	ENSG00000109832
Pozniak	malignant cell	ENSG00000147162	OGT	protein_coding	0.05913472958926987	0.6538635010791152	0.384	0.375	1	42	28	ENSG00000147162
Pozniak	malignant cell	ENSG00000099797	TECR	protein_coding	0.059270441481054086	0.2549946521940959	0.81	0.825	1	204	191	ENSG00000099797
Pozniak	malignant cell	ENSG00000116903	EXOC8	protein_coding	0.059357339895490316	-0.12524003783966053	0.163	0.224	1	15	15	ENSG00000116903
Pozniak	malignant cell	ENSG00000107341	UBE2R2	protein_coding	0.05940009774985822	-0.03098674964689274	0.415	0.509	1	49	53	ENSG00000107341
Pozniak	malignant cell	ENSG00000172071	EIF2AK3	protein_coding	0.05948652201755783	-0.02572102090419426	0.136	0.188	1	11	12	ENSG00000172071
Pozniak	malignant cell	ENSG00000143228	NUF2	protein_coding	0.05949185767307292	-0.7507920337460776	0.058	0.094	1	14	22	ENSG00000143228
Pozniak	malignant cell	ENSG00000155666	KDM8	protein_coding	0.059531454704245375	-0.7980898484663541	0.008	0.027	1	1	1	ENSG00000155666
Pozniak	malignant cell	ENSG00000137285	TUBB2B	protein_coding	0.05958195530749292	0.04261091987735699	0.403	0.498	1	60	66	ENSG00000137285
Pozniak	malignant cell	ENSG00000198754	OXCT2	protein_coding	0.059595833490218665	-0.9381943117817979	0.004	0.021	1	0	1	ENSG00000198754
Pozniak	malignant cell	ENSG00000070501	POLB	protein_coding	0.05969976256636804	0.9293292405649923	0.395	0.38	1	45	30	ENSG00000070501
Pozniak	malignant cell	ENSG00000149506	ZP1	protein_coding	0.05971139020016786	1.4092872790692113	0.058	0.036	1	7	2	ENSG00000149506
Pozniak	malignant cell	ENSG00000128285	MCHR1	protein_coding	0.05982600502764477	-1.4937666091437647	0.004	0.021	1	0	2	ENSG00000128285
Pozniak	malignant cell	ENSG00000175470	PPP2R2D	protein_coding	0.05987001585232823	-0.12228953260193753	0.151	0.207	1	13	14	ENSG00000175470
Pozniak	malignant cell	ENSG00000119408	NEK6	protein_coding	0.05989737731812682	-0.14425170709837987	0.446	0.539	1	52	67	ENSG00000119408
Pozniak	malignant cell	ENSG00000135686	KLHL36	protein_coding	0.059924125241900036	0.5096727971899329	0.349	0.326	1	38	25	ENSG00000135686
Pozniak	malignant cell	ENSG00000026652	AGPAT4	protein_coding	0.05992487543387985	-1.361437121392905	0.004	0.021	1	0	1	ENSG00000026652
Pozniak	malignant cell	ENSG00000121454	LHX4	protein_coding	0.05992487543387985	-0.8975204635512783	0.004	0.021	1	0	1	ENSG00000121454
Pozniak	malignant cell	ENSG00000107862	GBF1	protein_coding	0.06000619658722102	0.47477381881128444	0.357	0.326	1	37	23	ENSG00000107862
Pozniak	malignant cell	ENSG00000127329	PTPRB	protein_coding	0.06007055036538494	1.2540648103687637	0.047	0.027	1	4	2	ENSG00000127329
Pozniak	malignant cell	ENSG00000166681	BEX3	protein_coding	0.06011798810771951	-0.10063991223936197	0.829	0.896	1	261	287	ENSG00000166681
Pozniak	malignant cell	ENSG00000134809	TIMM10	protein_coding	0.06035978250998566	0.015828851777945907	0.368	0.482	1	47	46	ENSG00000134809
Pozniak	malignant cell	ENSG00000144233	AMMECR1L	protein_coding	0.06041501647098904	-0.017291963617715567	0.159	0.218	1	13	15	ENSG00000144233
Pozniak	malignant cell	ENSG00000170522	ELOVL6	protein_coding	0.060480856208884076	0.09973594783430917	0.124	0.175	1	11	13	ENSG00000170522
Pozniak	malignant cell	ENSG00000027001	MIPEP	protein_coding	0.0604926819997726	-0.09186522099710581	0.155	0.214	1	15	14	ENSG00000027001
Pozniak	malignant cell	ENSG00000167646	DNAAF3	protein_coding	0.060510236989842155	-1.303119000487798	0.012	0.032	1	1	2	ENSG00000167646
Pozniak	malignant cell	ENSG00000248309	MEF2C-AS1	lncRNA	0.06074576805020083	1.8358422760289663	0.058	0.036	1	5	2	ENSG00000248309
